,Airline,Source,Destination,Total_Stops,Price,Date,Month,Year,Day_no,Arrival_hour,Arrival_min,Dep_hour,Dep_min,dur_float
7584,Jet Airways,Banglore,New Delhi,1,7832,21,3,2019,3,7,40,18,40,13.0
7585,IndiGo,Delhi,Cochin,1,6593,6,3,2019,2,21,0,16,0,5.0
7586,Air India,Kolkata,Banglore,3,13007,5,6,2019,2,10,30,7,0,27.5
7587,Jet Airways,Delhi,Cochin,1,15400,3,6,2019,0,18,50,9,55,8.916666666666666
7588,Air India,Kolkata,Banglore,1,6528,6,9,2019,4,14,35,14,35,24.0
7590,IndiGo,Delhi,Cochin,1,6162,24,4,2019,2,21,0,4,55,16.083333333333332
7591,Jet Airways,Banglore,New Delhi,1,17261,3,6,2019,0,9,0,14,5,18.916666666666668
7592,Jet Airways,Kolkata,Banglore,1,7064,4,1,2019,4,20,45,16,30,28.25
7593,Jet Airways,Delhi,Cochin,2,13882,6,9,2019,4,12,35,11,45,24.833333333333332
7594,Vistara,Delhi,Cochin,0,6216,6,3,2019,2,17,50,14,40,3.1666666666666665
7595,Jet Airways,Delhi,Cochin,2,19644,18,5,2019,5,19,0,11,40,7.333333333333333
7596,Jet Airways,Banglore,Delhi,0,4544,5,9,2019,3,18,10,15,15,2.9166666666666665
7597,IndiGo,Chennai,Kolkata,0,3384,27,3,2019,2,17,5,14,40,2.4166666666666665
7598,IndiGo,Kolkata,Banglore,0,4804,6,6,2019,3,17,45,15,15,2.5
7599,Jet Airways,Kolkata,Banglore,1,10031,24,3,2019,6,19,40,19,45,23.916666666666668
7600,Jet Airways,Kolkata,Banglore,1,8586,5,12,2019,3,8,15,21,10,11.083333333333334
7601,Jet Airways,Banglore,New Delhi,1,7832,21,3,2019,3,13,15,7,0,6.25
7602,Vistara,Kolkata,Banglore,1,10027,24,5,2019,4,9,5,17,0,16.083333333333332
7603,IndiGo,Mumbai,Hyderabad,0,2754,18,3,2019,0,13,25,12,0,1.4166666666666667
7604,Jet Airways,Delhi,Cochin,1,12767,21,3,2019,3,4,25,8,0,20.416666666666668
7605,GoAir,Kolkata,Banglore,1,8777,5,9,2019,3,0,15,16,40,7.583333333333333
7606,GoAir,Delhi,Cochin,1,7870,24,6,2019,0,19,35,14,25,5.166666666666667
7607,Air India,Kolkata,Banglore,2,9416,6,12,2019,4,11,10,12,0,23.166666666666668
7608,SpiceJet,Mumbai,Hyderabad,0,2175,5,6,2019,2,0,15,22,45,1.5
7609,Multiple carriers,Delhi,Cochin,1,9646,24,6,2019,0,22,30,9,45,12.75
7610,Jet Airways,Kolkata,Banglore,1,13731,24,5,2019,4,4,40,20,0,8.666666666666666
7612,Air India,Banglore,New Delhi,2,10783,18,3,2019,0,23,25,8,50,38.583333333333336
7613,Jet Airways,Kolkata,Banglore,1,11467,5,1,2019,5,14,25,17,0,21.416666666666668
7614,Air India,Delhi,Cochin,1,8879,6,3,2019,2,19,15,7,0,12.25
7615,Multiple carriers,Delhi,Cochin,1,6795,6,6,2019,3,1,30,12,50,12.666666666666666
7616,IndiGo,Delhi,Cochin,1,14871,3,3,2019,6,15,30,7,30,8.0
7617,Multiple carriers,Delhi,Cochin,2,34503,3,3,2019,6,1,35,15,5,10.5
7618,Air India,Delhi,Cochin,2,10975,15,6,2019,5,9,25,7,5,26.333333333333332
7619,Air India,Kolkata,Banglore,2,15170,24,5,2019,4,23,15,9,50,13.416666666666666
7620,Air India,Kolkata,Banglore,1,7001,5,1,2019,5,14,35,14,35,24.0
7621,Air India,Kolkata,Banglore,1,8576,18,5,2019,5,18,30,9,25,9.083333333333334
7622,Jet Airways,Delhi,Cochin,2,15129,5,9,2019,3,4,25,19,30,8.916666666666666
7623,IndiGo,Banglore,Delhi,0,4823,4,9,2019,2,11,20,8,30,2.8333333333333335
7624,Jet Airways,Kolkata,Banglore,1,10844,21,5,2019,1,19,50,6,30,13.333333333333334
7625,Vistara,Kolkata,Banglore,1,8085,6,9,2019,4,20,20,20,20,24.0
7626,Jet Airways,Delhi,Cochin,2,20747,3,3,2019,6,4,25,18,20,34.083333333333336
7627,Air India,Kolkata,Banglore,1,10203,5,6,2019,2,8,55,17,30,15.416666666666666
7628,Jet Airways,Delhi,Cochin,1,12898,21,5,2019,1,19,0,19,45,23.25
7629,Jet Airways,Kolkata,Banglore,1,13941,5,12,2019,3,8,15,6,30,25.75
7630,IndiGo,Delhi,Cochin,1,7503,18,5,2019,5,21,0,10,35,10.416666666666666
7631,Jet Airways,Delhi,Cochin,1,14714,6,1,2019,6,19,0,9,0,10.0
7632,IndiGo,Delhi,Cochin,1,5054,24,6,2019,0,12,10,7,35,4.583333333333333
7633,GoAir,Banglore,New Delhi,0,8722,15,3,2019,4,23,50,20,55,2.9166666666666665
7634,Jet Airways,Kolkata,Banglore,1,8586,5,6,2019,2,10,5,6,30,27.583333333333332
7635,Air India,Banglore,Delhi,0,5228,6,9,2019,4,23,55,21,5,2.8333333333333335
7636,Air India,Mumbai,Hyderabad,0,3100,5,9,2019,3,15,25,13,55,1.5
7637,IndiGo,Delhi,Cochin,0,6541,6,1,2019,6,8,50,5,35,3.25
7638,Multiple carriers,Delhi,Cochin,1,8266,21,5,2019,1,19,15,10,20,8.916666666666666
7639,IndiGo,Delhi,Cochin,1,6628,6,3,2019,2,1,30,18,35,6.916666666666667
7640,Jet Airways,Kolkata,Banglore,1,9663,21,5,2019,1,4,40,16,30,12.166666666666666
7641,Jet Airways,Kolkata,Banglore,1,9899,6,12,2019,4,22,35,16,30,6.083333333333333
7642,IndiGo,Delhi,Cochin,2,6223,27,3,2019,2,21,20,4,55,16.416666666666668
7643,IndiGo,Kolkata,Banglore,1,5380,6,9,2019,4,20,30,15,15,5.25
7644,Multiple carriers,Delhi,Cochin,1,7740,6,6,2019,3,21,0,7,30,13.5
7645,Jet Airways,Kolkata,Banglore,1,9899,6,12,2019,4,19,50,6,30,13.333333333333334
7646,Jet Airways,Banglore,Delhi,0,5198,18,5,2019,5,14,5,11,10,2.9166666666666665
7648,Jet Airways,Kolkata,Banglore,1,14388,18,5,2019,5,10,5,14,5,20.0
7649,Vistara,Kolkata,Banglore,1,8137,5,6,2019,2,9,5,7,10,25.916666666666668
7650,Air India,Delhi,Cochin,2,13591,5,9,2019,3,19,15,20,15,23.0
7651,SpiceJet,Kolkata,Banglore,1,8479,5,12,2019,3,18,50,11,35,7.25
7652,Jet Airways,Kolkata,Banglore,1,10844,15,5,2019,2,18,15,18,55,23.333333333333332
7653,Air India,Kolkata,Banglore,1,10203,6,12,2019,4,20,25,17,30,26.916666666666668
7654,IndiGo,Delhi,Cochin,1,6938,6,12,2019,4,22,30,14,20,8.166666666666666
7655,Multiple carriers,Delhi,Cochin,1,9646,15,6,2019,5,22,30,9,45,12.75
7656,IndiGo,Delhi,Cochin,1,6593,6,1,2019,6,21,0,16,0,5.0
7657,Vistara Premium economy,Chennai,Kolkata,0,9125,3,1,2019,3,9,20,7,5,2.25
7658,Multiple carriers,Delhi,Cochin,1,7670,15,5,2019,2,1,30,15,15,10.25
7659,Air India,Kolkata,Banglore,2,15894,6,6,2019,3,23,15,14,30,8.75
7660,Jet Airways,Kolkata,Banglore,1,5608,15,5,2019,2,17,35,10,20,7.25
7661,GoAir,Delhi,Cochin,1,5842,21,5,2019,1,13,20,7,25,5.916666666666667
7662,SpiceJet,Delhi,Cochin,1,4466,27,3,2019,2,13,15,8,45,4.5
7663,IndiGo,Chennai,Kolkata,0,3597,24,6,2019,0,15,35,13,15,2.3333333333333335
7664,Jet Airways,Banglore,New Delhi,1,13555,18,3,2019,0,23,0,11,40,11.333333333333334
7665,Air India,Delhi,Cochin,1,10979,6,3,2019,2,19,15,10,0,9.25
7667,Air India,Delhi,Cochin,0,5674,21,3,2019,3,17,10,14,10,3.0
7668,Vistara,Banglore,Delhi,0,5613,27,4,2019,5,12,35,9,45,2.8333333333333335
7669,SpiceJet,Kolkata,Banglore,0,5725,24,3,2019,6,0,40,22,20,2.3333333333333335
7670,IndiGo,Banglore,New Delhi,0,10067,3,9,2019,1,19,45,16,55,2.8333333333333335
7671,SpiceJet,Banglore,Delhi,0,4885,4,12,2019,2,12,20,9,30,2.8333333333333335
7672,Air India,Delhi,Cochin,1,7690,6,9,2019,4,9,25,6,5,27.333333333333332
7673,IndiGo,Delhi,Cochin,1,8258,3,3,2019,6,1,35,20,30,5.083333333333333
7674,Multiple carriers,Delhi,Cochin,1,7408,6,12,2019,4,21,0,7,0,14.0
7675,Jet Airways,Kolkata,Banglore,1,10844,24,5,2019,4,20,45,8,25,12.333333333333334
7677,IndiGo,Delhi,Cochin,1,5894,24,6,2019,0,21,0,11,25,9.583333333333334
7678,Air India,Kolkata,Banglore,0,4435,3,12,2019,1,23,20,20,45,2.5833333333333335
7679,Jet Airways,Mumbai,Hyderabad,0,4050,21,5,2019,1,4,20,2,55,1.4166666666666667
7680,IndiGo,Kolkata,Banglore,0,4174,15,4,2019,0,0,50,22,15,2.5833333333333335
7681,Air India,Delhi,Cochin,1,5957,27,3,2019,2,9,25,9,45,23.666666666666668
7682,Jet Airways,Kolkata,Banglore,1,12692,6,9,2019,4,21,5,17,0,28.083333333333332
7683,IndiGo,Banglore,New Delhi,0,7303,24,3,2019,6,19,45,16,55,2.8333333333333335
7684,Air India,Kolkata,Banglore,1,6117,5,1,2019,5,11,5,19,0,16.083333333333332
7685,IndiGo,Delhi,Cochin,0,6015,5,12,2019,3,8,50,5,35,3.25
7686,Air India,Kolkata,Banglore,2,11642,6,9,2019,4,5,35,9,25,20.166666666666668
7687,Multiple carriers,Delhi,Cochin,1,7564,18,5,2019,5,19,15,6,40,12.583333333333334
7688,IndiGo,Banglore,Delhi,0,4823,24,4,2019,2,19,55,16,55,3.0
7689,IndiGo,Delhi,Cochin,1,6442,27,6,2019,3,16,10,5,5,11.083333333333334
7690,Air India,Kolkata,Banglore,1,6327,6,9,2019,4,11,5,19,0,16.083333333333332
7691,Air India,Delhi,Cochin,1,7416,27,3,2019,2,8,15,9,45,22.5
7692,Air India,Delhi,Cochin,2,14588,27,5,2019,0,7,40,7,10,24.5
7693,Multiple carriers,Delhi,Cochin,1,7198,6,12,2019,4,1,30,10,0,15.5
7694,Air India,Delhi,Cochin,1,8669,27,6,2019,3,19,15,7,0,12.25
7695,IndiGo,Delhi,Cochin,1,6093,6,9,2019,4,21,0,6,40,14.333333333333334
7696,Air India,Kolkata,Banglore,2,15107,5,9,2019,3,12,30,14,30,22.0
7697,Air India,Delhi,Cochin,1,8372,18,5,2019,5,7,40,9,0,22.666666666666668
7698,Jet Airways,Kolkata,Banglore,1,7064,4,1,2019,4,22,35,8,25,14.166666666666666
7699,Vistara,Kolkata,Banglore,1,12732,24,3,2019,6,22,55,7,10,15.75
7700,SpiceJet,Chennai,Kolkata,0,3597,27,6,2019,3,20,5,17,45,2.3333333333333335
7701,IndiGo,Banglore,New Delhi,0,7303,24,3,2019,6,11,30,8,30,3.0
7702,Air India,Kolkata,Banglore,2,10991,6,6,2019,3,20,25,5,50,14.583333333333334
7703,Air India,Banglore,New Delhi,1,10321,3,9,2019,1,11,20,10,30,24.833333333333332
7704,IndiGo,Banglore,Delhi,0,3943,6,6,2019,3,15,50,13,0,2.8333333333333335
7705,IndiGo,Delhi,Cochin,1,5636,21,5,2019,1,12,30,7,15,5.25
7706,IndiGo,Kolkata,Banglore,1,4268,4,9,2019,2,20,5,15,15,4.833333333333333
7707,Jet Airways,Delhi,Cochin,2,13014,6,9,2019,4,19,0,5,30,13.5
7708,Multiple carriers,Delhi,Cochin,1,13727,5,9,2019,3,21,0,9,0,12.0
7709,IndiGo,Kolkata,Banglore,0,4174,4,9,2019,2,17,45,15,15,2.5
7710,Air India,Delhi,Cochin,2,10493,27,3,2019,2,19,15,12,0,7.25
7711,IndiGo,Delhi,Cochin,1,6794,21,5,2019,1,21,0,10,35,10.416666666666666
7712,IndiGo,Kolkata,Banglore,1,7228,5,12,2019,3,2,15,21,0,5.25
7713,Jet Airways,Banglore,New Delhi,1,26890,3,1,2019,3,18,25,7,0,11.416666666666666
7714,Multiple carriers,Delhi,Cochin,1,7038,6,1,2019,6,16,10,7,10,9.0
7715,Jet Airways,Kolkata,Banglore,1,7064,4,1,2019,4,8,15,6,30,25.75
7716,Jet Airways,Kolkata,Banglore,1,10031,24,3,2019,6,23,25,21,10,26.25
7717,Jet Airways,Kolkata,Banglore,1,9663,5,6,2019,2,4,40,20,0,8.666666666666666
7718,Air Asia,Banglore,Delhi,0,4483,5,1,2019,5,2,45,23,55,2.8333333333333335
7719,Jet Airways,Banglore,Delhi,0,5769,6,3,2019,2,11,20,8,20,3.0
7720,IndiGo,Kolkata,Banglore,0,4804,24,4,2019,2,17,45,15,15,2.5
7721,Air India,Kolkata,Banglore,0,4145,15,5,2019,2,23,20,20,45,2.5833333333333335
7722,Air India,Kolkata,Banglore,0,4880,18,5,2019,5,23,20,20,45,2.5833333333333335
7723,SpiceJet,Chennai,Kolkata,0,3543,6,6,2019,3,12,0,9,45,2.25
7724,Jet Airways,Banglore,New Delhi,1,27992,3,1,2019,3,21,20,8,55,12.416666666666666
7725,IndiGo,Delhi,Cochin,1,7191,5,9,2019,3,21,0,7,30,13.5
7726,Vistara,Banglore,Delhi,0,5403,4,1,2019,4,9,40,7,0,2.6666666666666665
7727,Jet Airways,Delhi,Cochin,2,15812,6,9,2019,4,19,0,11,40,7.333333333333333
7728,Jet Airways,Banglore,Delhi,0,4544,4,9,2019,2,22,50,19,50,3.0
7729,Air Asia,Delhi,Cochin,1,11410,6,3,2019,2,22,25,16,45,5.666666666666667
7730,IndiGo,Chennai,Kolkata,0,4332,5,3,2019,1,14,0,11,35,2.4166666666666665
7731,Jet Airways,Banglore,Delhi,0,4544,15,4,2019,0,20,45,17,45,3.0
7732,IndiGo,Kolkata,Banglore,1,4226,24,5,2019,4,10,20,6,20,4.0
7733,Air India,Kolkata,Banglore,0,4145,6,3,2019,2,23,20,20,45,2.5833333333333335
7734,Multiple carriers,Delhi,Cochin,1,14848,27,6,2019,3,19,15,10,0,9.25
7735,IndiGo,Banglore,Delhi,0,3419,4,3,2019,0,3,25,0,30,2.9166666666666665
7736,Jet Airways,Banglore,New Delhi,0,7229,24,3,2019,6,21,55,18,55,3.0
7737,SpiceJet,Delhi,Cochin,1,5830,6,3,2019,2,13,15,8,45,4.5
7738,Jet Airways,Banglore,New Delhi,1,10972,18,3,2019,0,7,40,14,5,17.583333333333332
7739,Jet Airways,Kolkata,Banglore,1,14231,24,3,2019,6,8,10,18,55,13.25
7740,Jet Airways,Kolkata,Banglore,1,10844,6,9,2019,4,19,50,18,55,24.916666666666668
7741,SpiceJet,Kolkata,Banglore,1,11468,5,12,2019,3,18,30,11,15,7.25
7742,Air Asia,Kolkata,Banglore,0,4409,18,5,2019,5,1,20,22,50,2.5
7744,IndiGo,Banglore,Delhi,0,4077,21,6,2019,4,2,20,23,30,2.8333333333333335
7745,Jet Airways,Kolkata,Banglore,1,13067,5,9,2019,3,21,5,9,35,11.5
7746,IndiGo,Banglore,Delhi,0,4823,6,6,2019,3,10,5,7,10,2.9166666666666665
7747,Multiple carriers,Delhi,Cochin,1,14817,3,9,2019,1,19,15,6,50,12.416666666666666
7748,IndiGo,Chennai,Kolkata,0,4326,24,3,2019,6,10,15,7,55,2.3333333333333335
7749,Multiple carriers,Delhi,Cochin,1,15603,3,3,2019,6,21,0,7,0,14.0
7750,Air India,Kolkata,Banglore,2,13885,24,3,2019,6,23,15,16,45,30.5
7751,Jet Airways,Banglore,New Delhi,1,17261,3,6,2019,0,9,0,11,40,21.333333333333332
7752,Multiple carriers,Delhi,Cochin,3,15629,6,9,2019,4,21,0,11,35,9.416666666666666
7753,Air India,Kolkata,Banglore,2,6117,5,6,2019,2,4,40,9,10,19.5
7755,Multiple carriers,Delhi,Cochin,1,13377,27,5,2019,0,1,30,18,15,7.25
7756,Jet Airways,Banglore,New Delhi,1,26890,3,1,2019,3,15,15,7,0,8.25
7757,IndiGo,Banglore,Delhi,0,3419,15,5,2019,2,3,25,0,30,2.9166666666666665
7758,Air India,Kolkata,Banglore,2,14960,15,5,2019,2,23,15,9,50,13.416666666666666
7759,Air India,Mumbai,Hyderabad,0,11185,3,3,2019,6,20,45,19,30,1.25
7760,Air India,Delhi,Cochin,1,8372,27,5,2019,0,19,15,19,0,24.25
7761,Jet Airways,Delhi,Cochin,1,10262,6,6,2019,3,12,35,2,15,10.333333333333334
7762,Air India,Kolkata,Banglore,2,11542,6,12,2019,4,13,45,16,50,20.916666666666668
7763,SpiceJet,Kolkata,Banglore,1,4649,4,3,2019,0,20,20,15,5,5.25
7764,Jet Airways,Mumbai,Hyderabad,0,5678,3,9,2019,1,21,10,19,40,1.5
7765,SpiceJet,Banglore,Delhi,0,3971,6,1,2019,6,12,20,9,30,2.8333333333333335
7766,Multiple carriers,Delhi,Cochin,1,7878,6,3,2019,2,16,10,7,10,9.0
7767,Jet Airways,Delhi,Cochin,2,13014,27,6,2019,3,19,0,5,30,13.5
7768,IndiGo,Banglore,Delhi,0,4423,5,1,2019,5,8,50,6,5,2.75
7769,Jet Airways,Delhi,Cochin,1,10262,6,1,2019,6,4,25,14,0,14.416666666666666
7770,Vistara,Banglore,Delhi,0,4668,27,5,2019,0,12,35,9,45,2.8333333333333335
7771,Jet Airways,Kolkata,Banglore,1,10844,21,5,2019,1,18,15,21,10,21.083333333333332
7772,Jet Airways,Delhi,Cochin,2,10368,24,6,2019,0,4,25,9,40,18.75
7773,IndiGo,Banglore,Delhi,0,4591,21,4,2019,6,13,0,10,10,2.8333333333333335
7774,IndiGo,Delhi,Cochin,1,7191,5,6,2019,2,1,30,18,35,6.916666666666667
7775,Multiple carriers,Delhi,Cochin,1,9794,18,5,2019,5,12,35,6,0,6.583333333333333
7776,IndiGo,Banglore,Delhi,0,3943,6,1,2019,6,6,50,4,0,2.8333333333333335
7777,Jet Airways,Kolkata,Banglore,1,13626,6,12,2019,4,12,0,6,30,5.5
7778,Jet Airways,Kolkata,Banglore,1,9663,5,12,2019,3,9,20,20,0,13.333333333333334
7779,Multiple carriers,Delhi,Cochin,1,6093,15,6,2019,5,16,10,7,10,9.0
7780,Jet Airways,Banglore,New Delhi,1,11717,3,12,2019,1,7,40,21,25,10.25
7781,Jet Airways,Kolkata,Banglore,1,14781,18,5,2019,5,9,20,20,0,13.333333333333334
7782,Jet Airways,Banglore,Delhi,0,7229,5,3,2019,1,8,45,6,0,2.75
7783,GoAir,Banglore,Delhi,0,3898,6,1,2019,6,23,40,20,55,2.75
7784,Jet Airways,Delhi,Cochin,1,14714,6,3,2019,2,12,35,22,50,13.75
7785,Multiple carriers,Delhi,Cochin,1,7005,27,5,2019,0,21,0,11,40,9.333333333333334
7786,IndiGo,Chennai,Kolkata,0,3597,15,6,2019,5,17,5,14,45,2.3333333333333335
7787,SpiceJet,Kolkata,Banglore,0,4413,18,3,2019,0,9,35,6,55,2.6666666666666665
7788,Multiple carriers,Delhi,Cochin,1,15353,3,6,2019,0,19,15,10,20,8.916666666666666
7789,IndiGo,Banglore,Delhi,0,3943,5,1,2019,5,13,0,10,10,2.8333333333333335
7790,IndiGo,Chennai,Kolkata,0,6297,15,3,2019,4,15,35,13,20,2.25
7791,IndiGo,Banglore,New Delhi,0,6144,3,9,2019,1,22,55,20,0,2.9166666666666665
7792,Air India,Delhi,Cochin,2,12257,21,5,2019,1,19,15,18,45,24.5
7793,Jet Airways,Delhi,Cochin,2,15129,21,5,2019,1,12,35,13,25,23.166666666666668
7795,Jet Airways,Delhi,Cochin,2,13029,5,9,2019,3,19,0,9,40,9.333333333333334
7796,Air India,Kolkata,Banglore,2,9416,6,6,2019,3,11,10,12,0,23.166666666666668
7797,Air India,Delhi,Cochin,0,6934,6,3,2019,2,21,10,18,5,3.0833333333333335
7798,Jet Airways,Kolkata,Banglore,1,11467,21,5,2019,1,14,25,20,25,18.0
7799,Multiple carriers,Delhi,Cochin,1,6795,6,3,2019,2,1,30,15,15,10.25
7800,IndiGo,Kolkata,Banglore,0,5198,27,3,2019,2,17,55,15,20,2.5833333333333335
7801,Jet Airways,Delhi,Cochin,1,14053,3,9,2019,1,18,50,17,25,25.416666666666668
7802,Vistara,Kolkata,Banglore,1,7927,4,1,2019,4,23,25,7,10,16.25
7803,IndiGo,Kolkata,Banglore,0,4462,18,3,2019,0,12,55,10,10,2.75
7804,GoAir,Banglore,Delhi,0,5048,27,4,2019,5,10,40,7,45,2.9166666666666665
7805,Jet Airways,Kolkata,Banglore,1,10844,24,5,2019,4,23,35,20,0,27.583333333333332
7806,Multiple carriers,Delhi,Cochin,1,15411,3,3,2019,6,18,50,8,55,9.916666666666666
7807,IndiGo,Kolkata,Banglore,0,4462,18,3,2019,0,19,55,17,15,2.6666666666666665
7808,Jet Airways,Mumbai,Hyderabad,0,5678,27,3,2019,2,17,20,15,50,1.5
7809,Jet Airways,Delhi,Cochin,1,15764,3,6,2019,0,4,25,9,55,18.5
7810,Jet Airways,Delhi,Cochin,1,17024,3,6,2019,0,19,45,22,20,21.416666666666668
7811,Air India,Mumbai,Hyderabad,0,3100,18,6,2019,1,7,40,6,20,1.3333333333333333
7812,Jet Airways,Banglore,Delhi,0,7229,5,1,2019,5,22,0,18,55,3.0833333333333335
7813,IndiGo,Kolkata,Banglore,0,4804,24,4,2019,2,16,55,14,25,2.5
7814,Jet Airways,Banglore,Delhi,0,5769,24,6,2019,0,11,20,8,20,3.0
7815,Air Asia,Kolkata,Banglore,0,4384,18,3,2019,0,22,5,19,35,2.5
7816,Air India,Delhi,Cochin,1,6587,27,6,2019,3,6,50,5,15,25.583333333333332
7817,Jet Airways,Banglore,New Delhi,1,7832,21,3,2019,3,19,10,5,45,13.416666666666666
7818,Air India,Chennai,Kolkata,0,7082,15,3,2019,4,13,55,11,40,2.25
7819,SpiceJet,Chennai,Kolkata,0,6300,15,3,2019,4,10,35,8,20,2.25
7820,Jet Airways,Kolkata,Banglore,1,14571,6,6,2019,3,16,20,8,25,7.916666666666667
7821,IndiGo,Banglore,Delhi,0,3943,27,6,2019,3,15,50,13,0,2.8333333333333335
7822,Multiple carriers,Delhi,Cochin,1,6878,21,5,2019,1,0,55,14,55,10.0
7823,SpiceJet,Mumbai,Hyderabad,0,1965,4,1,2019,4,7,15,5,45,1.5
7824,Vistara,Kolkata,Banglore,1,9187,21,5,2019,1,10,45,17,0,17.75
7825,Air India,Banglore,New Delhi,0,4441,24,3,2019,6,23,55,21,10,2.75
7826,IndiGo,Banglore,New Delhi,0,10067,3,1,2019,3,11,30,8,30,3.0
7827,IndiGo,Delhi,Cochin,1,5054,27,6,2019,3,1,30,20,25,5.083333333333333
7828,Multiple carriers,Delhi,Cochin,1,7005,6,6,2019,3,21,0,6,0,15.0
7829,Jet Airways,Kolkata,Banglore,1,12121,15,5,2019,2,21,5,9,35,11.5
7830,IndiGo,Delhi,Cochin,1,5912,27,5,2019,0,20,0,15,10,4.833333333333333
7831,Air Asia,Kolkata,Banglore,1,5192,4,1,2019,4,19,25,7,35,11.833333333333334
7832,IndiGo,Chennai,Kolkata,0,3597,6,9,2019,4,15,35,13,15,2.3333333333333335
7833,Jet Airways,Banglore,New Delhi,0,8016,3,9,2019,1,21,0,18,20,2.6666666666666665
7834,Air India,Mumbai,Hyderabad,0,2050,15,3,2019,4,16,25,15,0,1.4166666666666667
7835,SpiceJet,Banglore,New Delhi,0,4839,21,3,2019,3,12,30,9,35,2.9166666666666665
7836,IndiGo,Mumbai,Hyderabad,0,4049,27,5,2019,0,7,55,6,25,1.5
7837,Vistara,Delhi,Cochin,0,6216,18,6,2019,1,9,10,6,0,3.1666666666666665
7838,SpiceJet,Kolkata,Banglore,0,3841,21,6,2019,4,0,40,22,20,2.3333333333333335
7839,SpiceJet,Kolkata,Banglore,0,3815,15,3,2019,4,9,35,6,55,2.6666666666666665
7840,Air India,Banglore,Delhi,0,5176,4,3,2019,0,19,45,17,0,2.75
7841,SpiceJet,Mumbai,Hyderabad,0,2017,5,9,2019,3,0,15,22,45,1.5
7842,Vistara,Kolkata,Banglore,1,9187,5,9,2019,3,9,5,7,10,25.916666666666668
7843,Vistara,Banglore,New Delhi,0,11598,3,9,2019,1,12,35,9,50,2.75
7844,Jet Airways,Delhi,Cochin,2,13014,6,1,2019,6,12,35,19,30,17.083333333333332
7845,Jet Airways,Delhi,Cochin,1,10262,6,1,2019,6,12,35,19,15,17.333333333333332
7846,Air India,Delhi,Cochin,2,9916,4,9,2019,2,19,15,20,15,23.0
7847,Jet Airways,Kolkata,Banglore,1,14231,24,3,2019,6,12,0,16,55,19.083333333333332
7848,Jet Airways,Banglore,Delhi,0,7229,15,6,2019,5,14,5,11,10,2.9166666666666665
7849,IndiGo,Delhi,Cochin,1,6316,27,3,2019,2,1,35,17,10,8.416666666666666
7850,Air Asia,Kolkata,Banglore,0,4384,3,9,2019,1,12,55,10,20,2.5833333333333335
7851,Air India,Delhi,Cochin,2,13381,6,12,2019,4,19,15,16,55,26.333333333333332
7852,IndiGo,Chennai,Kolkata,0,4332,5,12,2019,3,14,0,11,35,2.4166666666666665
7853,Air India,Delhi,Cochin,1,8907,15,6,2019,5,23,0,13,30,9.5
7854,IndiGo,Kolkata,Banglore,0,4804,6,12,2019,4,7,15,4,40,2.5833333333333335
7855,Air India,Delhi,Cochin,1,15407,3,6,2019,0,7,40,7,0,24.666666666666668
7856,Jet Airways,Delhi,Cochin,1,12898,27,5,2019,0,4,25,10,0,18.416666666666668
7857,Multiple carriers,Delhi,Cochin,1,6883,27,3,2019,2,21,0,13,0,8.0
7858,SpiceJet,Chennai,Kolkata,0,3543,5,3,2019,1,20,5,17,45,2.3333333333333335
7859,IndiGo,Banglore,Delhi,0,4284,5,6,2019,2,4,15,1,30,2.75
7860,IndiGo,Mumbai,Hyderabad,0,2437,5,3,2019,1,22,50,21,20,1.5
7861,SpiceJet,Kolkata,Banglore,0,4174,18,4,2019,3,0,40,22,20,2.3333333333333335
7862,Jet Airways,Kolkata,Banglore,1,14781,21,5,2019,1,12,0,20,0,16.0
7863,Air India,Kolkata,Banglore,2,14960,21,5,2019,1,8,55,16,45,16.166666666666668
7864,Jet Airways,Banglore,Delhi,0,5769,27,6,2019,3,14,5,11,10,2.9166666666666665
7865,SpiceJet,Delhi,Cochin,1,4812,24,4,2019,2,13,15,8,45,4.5
7866,Vistara,Kolkata,Banglore,1,9345,18,5,2019,5,23,25,7,10,16.25
7867,IndiGo,Kolkata,Banglore,1,4864,15,5,2019,2,12,40,7,10,5.5
7868,IndiGo,Chennai,Kolkata,0,7295,3,6,2019,0,21,55,19,35,2.3333333333333335
7869,Air India,Delhi,Cochin,2,10231,6,12,2019,4,19,15,22,0,21.25
7870,Jet Airways,Delhi,Cochin,1,14714,6,1,2019,6,19,0,14,0,5.0
7871,Jet Airways,Delhi,Cochin,1,12032,27,3,2019,2,19,45,19,15,24.5
7872,Jet Airways,Banglore,Delhi,0,4544,15,4,2019,0,18,10,15,15,2.9166666666666665
7873,Jet Airways,Kolkata,Banglore,1,10844,15,5,2019,2,18,15,6,30,11.75
7874,Vistara,Banglore,New Delhi,1,12476,3,3,2019,6,12,35,6,40,5.916666666666667
7875,Jet Airways,Banglore,New Delhi,1,11087,3,12,2019,1,23,0,20,35,26.416666666666668
7876,Air India,Delhi,Cochin,3,10703,6,6,2019,3,19,15,5,15,38.0
7877,IndiGo,Delhi,Cochin,1,6734,5,9,2019,3,22,30,8,35,13.916666666666666
7878,Jet Airways,Banglore,New Delhi,1,7832,21,3,2019,3,20,20,14,5,6.25
7879,Air India,Kolkata,Banglore,2,11516,4,1,2019,4,23,15,5,50,17.416666666666668
